NAME,Total Pop (#),Total HH (#),Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: 18+,Age: 65+,state,county,tract
"Census Tract 8300.01, Cook County, Illinois",1789.0,1048.0,93.4,6.6,92.5,5.5,0.6,2.0,0.0,0.0,1.4,98.6,3.9,10.1,39.6,4.5,7.4,4.2,35580.0,98.7,41.7,17,031,830001
"Census Tract 8195, Cook County, Illinois",3244.0,1418.0,57.7,42.3,80.8,16.9,0.0,1.7,0.0,3.4,14.6,85.4,2.4,1.8,32.1,3.7,24.6,15.2,55125.0,75.1,15.2,17,031,819500
"Census Tract 4607, Cook County, Illinois",2989.0,911.0,5.6,94.4,29.7,58.3,0.3,0.8,0.0,12.7,37.9,62.1,25.7,12.2,28.6,3.2,6.6,3.0,19321.0,54.4,4.9,17,031,460700
"Census Tract 4910, Cook County, Illinois",4951.0,1324.0,54.5,45.5,1.2,98.8,1.9,0.0,0.0,0.0,1.2,98.8,6.2,12.3,43.0,5.6,3.9,2.6,25443.0,69.4,12.2,17,031,491000
"Census Tract 8219, Cook County, Illinois",5097.0,1821.0,92.1,7.9,79.5,17.0,0.3,2.8,0.0,0.7,8.3,91.7,3.7,6.5,28.5,7.0,18.2,14.9,64880.0,77.6,16.2,17,031,821900
"Census Tract 8236.02, Cook County, Illinois",5956.0,2568.0,89.7,10.3,92.6,1.7,0.5,0.6,0.0,4.6,9.4,90.6,4.3,6.4,35.8,5.0,15.2,7.2,55808.0,85.1,26.0,17,031,823602
"Census Tract 8241.08, Cook County, Illinois",7694.0,2727.0,78.7,21.3,84.3,3.5,0.0,7.2,0.0,6.8,9.5,90.5,5.0,1.9,30.4,11.0,20.6,8.2,71331.0,75.5,8.4,17,031,824108
"Census Tract 8188, Cook County, Illinois",5516.0,2120.0,77.4,22.6,97.1,1.8,0.0,1.1,0.0,0.0,11.2,88.8,2.5,4.2,30.1,8.3,24.0,9.6,68500.0,77.0,11.4,17,031,818800
"Census Tract 1911, Cook County, Illinois",7714.0,1920.0,42.9,57.1,26.8,8.6,0.5,0.9,0.0,65.6,83.2,16.8,27.0,18.4,28.0,5.7,6.2,2.3,41875.0,69.1,5.7,17,031,191100
"Census Tract 2304, Cook County, Illinois",2650.0,698.0,45.8,54.2,45.2,3.4,2.4,0.3,0.0,51.7,89.6,10.4,31.0,13.6,26.0,4.4,3.3,0.9,47500.0,70.8,7.5,17,031,230400
"Census Tract 2429, Cook County, Illinois",2022.0,907.0,37.8,62.2,80.1,6.5,0.4,5.6,0.0,11.2,25.3,74.7,4.1,1.7,15.0,1.3,41.2,25.8,47022.0,82.9,4.6,17,031,242900
"Census Tract 5704, Cook County, Illinois",1673.0,467.0,52.0,48.0,69.2,0.8,0.0,0.0,0.0,30.1,86.0,14.0,16.9,11.0,42.3,3.1,10.3,2.9,43839.0,67.4,8.4,17,031,570400
"Census Tract 8223.02, Cook County, Illinois",4147.0,1471.0,76.3,23.7,82.7,9.9,2.1,0.2,0.0,11.5,17.6,82.4,5.6,10.4,34.5,6.8,10.2,7.7,49973.0,72.2,20.8,17,031,822302
"Census Tract 8045.07, Cook County, Illinois",11693.0,4442.0,91.0,9.0,64.0,7.1,0.2,29.4,0.0,2.5,8.8,91.2,0.5,2.8,16.9,11.4,29.5,19.3,99423.0,73.9,8.6,17,031,804507
"Census Tract 8045.08, Cook County, Illinois",2439.0,776.0,62.0,38.0,33.5,6.6,0.0,18.9,0.0,41.4,47.2,52.8,15.5,10.6,21.4,8.4,19.1,4.8,56048.0,65.0,2.6,17,031,804508
"Census Tract 8045.09, Cook County, Illinois",5937.0,1584.0,74.1,25.9,53.9,4.4,2.7,7.8,0.0,36.0,52.6,47.4,16.5,12.1,24.0,8.4,14.6,5.4,75765.0,69.2,7.4,17,031,804509
"Census Tract 8045.10, Cook County, Illinois",6142.0,1538.0,72.4,27.6,51.2,2.6,0.4,2.6,0.3,44.0,67.0,33.0,24.8,12.1,35.9,7.6,5.5,2.8,57959.0,70.6,7.8,17,031,804510
"Census Tract 8045.11, Cook County, Illinois",2541.0,815.0,45.4,54.6,41.4,6.3,0.0,14.8,1.0,37.9,61.2,38.8,18.4,11.8,21.5,6.1,28.8,3.7,48321.0,66.8,2.4,17,031,804511
"Census Tract 8046.08, Cook County, Illinois",3781.0,1535.0,88.8,11.2,67.2,4.6,0.4,19.1,0.0,9.5,11.6,88.4,5.5,3.7,22.0,13.4,24.8,14.8,73698.0,81.3,11.8,17,031,804608
"Census Tract 8046.09, Cook County, Illinois",5733.0,2418.0,61.3,38.7,62.6,1.1,0.0,33.6,0.0,5.9,5.4,94.6,1.0,0.4,17.5,12.7,34.6,19.0,81318.0,80.1,10.0,17,031,804609
"Census Tract 8046.10, Cook County, Illinois",2217.0,1195.0,92.1,7.9,85.1,1.8,0.9,14.8,0.0,0.0,3.0,97.0,0.7,3.1,18.9,7.9,24.8,12.7,61840.0,81.2,16.9,17,031,804610
"Census Tract 8046.11, Cook County, Illinois",4293.0,1987.0,78.4,21.6,79.5,3.6,0.6,15.6,0.0,2.9,4.4,95.6,1.4,2.6,28.7,7.8,21.5,14.4,69288.0,84.3,15.3,17,031,804611
"Census Tract 8047.13, Cook County, Illinois",4587.0,2087.0,30.6,69.4,65.8,5.9,0.0,26.5,0.0,2.1,6.5,93.5,0.0,1.7,18.1,6.0,36.9,18.9,73185.0,81.9,6.0,17,031,804713
"Census Tract 8047.14, Cook County, Illinois",3574.0,1249.0,81.7,18.3,93.3,0.9,0.0,6.1,0.0,2.3,12.5,87.5,0.0,1.2,17.4,6.7,28.2,14.0,87534.0,76.3,11.1,17,031,804714
"Census Tract 8047.15, Cook County, Illinois",3674.0,1083.0,71.9,28.1,41.3,4.4,2.6,25.1,0.0,29.9,45.6,54.4,13.5,12.7,26.6,8.3,10.9,3.1,48359.0,74.2,8.1,17,031,804715
"Census Tract 8047.16, Cook County, Illinois",5542.0,1751.0,84.7,15.3,56.1,2.1,0.0,33.8,0.0,8.6,17.4,82.6,6.4,1.7,16.1,7.6,41.0,11.3,86409.0,76.4,7.5,17,031,804716
"Census Tract 8061.03, Cook County, Illinois",5096.0,1850.0,89.5,10.5,77.7,1.4,0.0,14.9,0.0,7.0,9.0,91.0,7.6,5.8,26.0,7.3,21.4,10.7,76490.0,80.2,17.9,17,031,806103
"Census Tract 8061.04, Cook County, Illinois",4352.0,1733.0,36.5,63.5,60.2,8.0,0.0,24.2,0.0,8.1,11.1,88.9,6.3,12.2,22.4,7.0,14.0,10.2,38969.0,78.0,9.4,17,031,806104
"Census Tract 8062.01, Cook County, Illinois",4181.0,2211.0,74.2,25.8,79.8,2.1,0.8,13.4,0.6,5.1,13.7,86.3,6.5,2.0,15.7,6.4,31.4,15.9,51862.0,85.8,18.4,17,031,806201
"Census Tract 632, Cook County, Illinois",6344.0,4105.0,35.0,65.0,80.7,5.3,0.2,13.1,0.0,1.3,2.8,97.2,1.6,2.2,6.9,2.9,43.9,35.1,54358.0,91.7,14.0,17,031,063200
"Census Tract 707, Cook County, Illinois",3116.0,1376.0,55.6,44.4,79.3,3.6,0.7,12.5,0.0,6.2,10.4,89.6,8.7,2.6,5.2,0.4,39.0,35.5,106071.0,81.6,3.9,17,031,070700
"Census Tract 711, Cook County, Illinois",2880.0,1096.0,48.0,52.0,91.0,2.7,0.7,7.2,0.0,1.2,5.7,94.3,0.2,0.1,2.6,2.0,47.1,45.3,103250.0,90.1,6.7,17,031,071100
"Census Tract 714, Cook County, Illinois",4571.0,2796.0,30.4,69.6,88.8,4.8,0.6,6.7,0.3,2.4,5.3,94.7,3.9,1.1,7.7,3.9,38.5,39.5,72907.0,90.0,8.5,17,031,071400
"Census Tract 3805, Cook County, Illinois",697.0,223.0,0.0,100.0,6.0,99.1,0.6,0.0,0.0,0.0,0.0,100.0,1.9,11.3,18.3,34.6,1.6,4.7,26883.0,51.4,0.0,17,031,380500
"Census Tract 3814, Cook County, Illinois",1842.0,651.0,39.8,60.2,1.1,95.4,0.0,0.0,0.0,3.5,8.0,92.0,4.0,7.5,34.9,7.6,10.1,6.8,55093.0,76.0,7.2,17,031,381400
"Census Tract 3818, Cook County, Illinois",1198.0,570.0,30.4,69.6,9.6,76.1,2.5,0.0,0.0,15.7,17.4,82.6,9.5,8.9,20.3,6.3,18.6,13.4,23726.0,74.6,9.3,17,031,381800
"Census Tract 3905, Cook County, Illinois",1507.0,737.0,31.6,68.4,22.8,67.8,0.6,8.5,0.0,0.5,5.0,95.0,7.6,7.4,18.0,3.4,15.4,36.0,44962.0,82.5,12.9,17,031,390500
"Census Tract 3907, Cook County, Illinois",5579.0,3292.0,27.6,72.4,36.3,48.4,0.8,15.4,0.0,1.8,7.5,92.5,2.6,1.8,4.9,6.2,28.5,39.2,47727.0,90.7,19.0,17,031,390700
"Census Tract 4105, Cook County, Illinois",2673.0,1139.0,43.5,56.5,30.9,62.7,1.8,5.9,0.5,0.4,7.3,92.7,1.0,2.6,14.7,6.3,19.6,38.0,45647.0,79.8,6.2,17,031,410500
"Census Tract 4112, Cook County, Illinois",1677.0,707.0,49.2,50.8,71.7,14.1,0.0,15.0,0.0,1.0,1.7,98.3,1.5,2.6,9.4,1.7,21.9,59.9,69750.0,82.4,16.3,17,031,411200
"Census Tract 4207, Cook County, Illinois",2879.0,1206.0,26.1,73.9,1.0,98.6,0.0,0.0,0.0,1.0,1.6,98.4,1.6,14.6,44.4,5.6,4.4,3.2,28793.0,79.0,14.8,17,031,420700
"Census Tract 4503, Cook County, Illinois",3677.0,1491.0,69.5,30.5,3.2,96.7,1.1,0.0,0.0,0.2,0.8,99.2,2.0,8.6,26.8,10.4,11.3,8.5,37056.0,80.8,19.7,17,031,450300
"Census Tract 5003, Cook County, Illinois",1674.0,845.0,36.8,63.2,47.3,44.7,0.0,0.0,0.0,8.9,24.9,75.1,9.4,11.7,20.7,5.2,15.6,19.2,43772.0,81.0,8.2,17,031,500300
"Census Tract 5205, Cook County, Illinois",4414.0,1421.0,83.4,16.6,86.0,1.1,0.2,0.8,0.0,13.9,63.7,36.3,9.7,7.5,38.8,4.3,12.2,6.2,62965.0,76.1,12.4,17,031,520500
"Census Tract 5304, Cook County, Illinois",2169.0,682.0,76.5,23.5,0.2,99.8,0.0,0.0,0.0,0.0,0.0,100.0,4.0,13.2,24.3,7.7,17.6,11.0,49194.0,74.4,14.5,17,031,530400
"Census Tract 2504, Cook County, Illinois",6402.0,1884.0,40.2,59.8,2.3,88.8,0.0,0.0,0.0,8.9,14.6,85.4,4.2,12.6,40.3,8.8,5.9,1.7,43633.0,81.0,9.6,17,031,250400
"Census Tract 2516, Cook County, Illinois",3174.0,1051.0,37.2,62.8,1.3,93.1,0.0,0.0,0.0,5.6,6.1,93.9,7.5,23.5,35.7,3.1,3.1,1.8,28826.0,68.6,9.7,17,031,251600
"Census Tract 2518, Cook County, Illinois",4954.0,1624.0,23.0,77.0,0.3,99.4,0.3,0.0,0.0,0.0,0.0,100.0,6.8,22.8,41.2,6.5,4.6,1.7,19722.0,67.6,9.8,17,031,251800
"Census Tract 2609, Cook County, Illinois",1938.0,468.0,28.0,72.0,3.7,95.5,0.7,0.0,0.0,0.1,1.5,98.5,10.0,14.9,36.4,12.9,4.6,1.8,21477.0,65.6,5.8,17,031,260900
"Census Tract 2712, Cook County, Illinois",1342.0,363.0,25.1,74.9,1.6,98.4,0.0,0.0,0.0,0.0,0.0,100.0,6.8,20.3,31.9,9.2,1.6,4.4,31049.0,70.6,7.3,17,031,271200
"Census Tract 2838, Cook County, Illinois",3196.0,1583.0,40.6,59.4,34.3,50.0,0.9,14.6,0.0,2.0,12.8,87.2,3.9,6.8,18.0,3.6,31.8,18.8,50781.0,82.2,9.1,17,031,283800
"Census Tract 5610, Cook County, Illinois",4865.0,1956.0,85.8,14.2,83.8,0.0,1.0,0.3,0.0,16.7,29.5,70.5,6.6,5.8,28.4,10.3,14.8,10.3,62500.0,75.9,13.8,17,031,561000
"Census Tract 6111, Cook County, Illinois",2570.0,697.0,37.0,63.0,51.8,19.5,0.2,0.3,0.0,29.0,76.0,24.0,39.5,22.3,22.2,1.5,1.0,0.4,27708.0,65.0,6.2,17,031,611100
"Census Tract 6114, Cook County, Illinois",3832.0,969.0,44.5,55.5,57.9,3.4,0.0,0.0,0.0,40.0,90.1,9.9,49.1,12.3,25.6,0.6,1.8,1.1,30396.0,65.7,3.0,17,031,611400
"Census Tract 6305, Cook County, Illinois",5964.0,1445.0,50.1,49.9,54.2,3.4,0.0,1.1,0.0,42.1,92.5,7.5,40.6,14.0,29.3,2.4,3.9,1.2,39844.0,69.3,5.2,17,031,630500
"Census Tract 6401, Cook County, Illinois",1026.0,466.0,59.4,40.6,85.2,0.0,0.0,2.1,0.0,14.2,64.1,35.9,22.3,11.2,34.2,7.8,7.5,2.0,36689.0,84.2,19.3,17,031,640100
"Census Tract 6406, Cook County, Illinois",4049.0,1599.0,53.2,46.8,76.3,1.1,0.0,3.4,0.0,20.2,41.3,58.7,13.3,4.6,32.8,7.9,14.6,5.8,45391.0,77.4,12.3,17,031,640600
"Census Tract 6504, Cook County, Illinois",6855.0,1663.0,81.1,18.9,28.6,1.8,0.8,0.5,0.0,68.7,86.8,13.2,29.5,12.2,36.9,3.3,4.0,2.6,44679.0,66.6,6.5,17,031,650400
"Census Tract 6605, Cook County, Illinois",5300.0,1314.0,47.9,52.1,19.0,21.4,0.0,0.0,0.0,61.0,75.2,24.8,27.9,19.3,34.1,2.0,2.9,1.7,39750.0,62.5,5.5,17,031,660500
"Census Tract 6611, Cook County, Illinois",5904.0,1765.0,77.1,22.9,26.9,48.9,1.7,0.4,0.0,22.6,43.4,56.6,11.1,10.6,31.0,5.7,12.3,2.1,45067.0,70.3,7.1,17,031,661100
"Census Tract 6706, Cook County, Illinois",1754.0,535.0,49.0,51.0,2.3,93.7,3.0,0.0,0.0,6.3,6.3,93.7,9.1,21.6,39.5,4.6,3.9,0.0,31033.0,77.7,12.1,17,031,670600
"Census Tract 6905, Cook County, Illinois",1288.0,374.0,28.1,71.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,5.6,25.7,10.6,2.5,14.9,3.2,26453.0,64.7,10.9,17,031,690500
"Census Tract 6910, Cook County, Illinois",2614.0,1064.0,51.4,48.6,1.6,99.0,0.7,0.0,0.0,0.0,0.3,99.7,0.9,7.7,20.0,13.3,17.6,12.1,40507.0,73.6,15.2,17,031,691000
"Census Tract 7104, Cook County, Illinois",5098.0,1868.0,58.5,41.5,0.8,99.6,0.0,0.0,0.0,0.4,0.8,99.2,4.2,9.7,35.9,5.9,9.6,3.2,33650.0,78.8,16.4,17,031,710400
"Census Tract 7404, Cook County, Illinois",4628.0,1751.0,74.1,25.9,79.8,14.1,0.5,3.5,0.0,4.1,7.4,92.6,0.8,3.5,33.0,3.3,14.5,11.3,80912.0,75.3,10.5,17,031,740400
"Census Tract 7708, Cook County, Illinois",6224.0,2125.0,70.8,29.2,77.1,4.9,0.2,7.2,0.6,13.4,20.9,79.1,4.7,9.7,37.7,5.7,17.9,3.7,42468.0,75.7,9.4,17,031,770800
"Census Tract 8008, Cook County, Illinois",2172.0,957.0,90.3,9.7,85.4,0.0,0.0,14.9,0.0,3.7,1.4,98.6,1.0,1.2,12.7,1.3,40.1,27.5,115213.0,82.3,25.3,17,031,800800
"Census Tract 810, Cook County, Illinois",7744.0,4747.0,19.6,80.4,75.1,8.7,0.0,14.1,0.0,3.3,6.1,93.9,3.7,2.1,10.5,2.5,38.0,29.5,49429.0,97.9,19.0,17,031,081000
"Census Tract 304, Cook County, Illinois",2558.0,1294.0,33.1,66.9,71.4,7.8,1.1,9.3,0.0,15.1,32.2,67.8,13.4,7.5,9.8,2.1,32.6,20.8,36857.0,84.1,11.5,17,031,030400
"Census Tract 8256, Cook County, Illinois",5305.0,1868.0,75.8,24.2,18.9,75.3,0.0,1.7,0.0,5.0,10.6,89.4,2.4,14.4,29.6,5.4,9.9,3.4,48301.0,70.9,12.6,17,031,825600
"Census Tract 8284.01, Cook County, Illinois",3768.0,1400.0,75.4,24.6,71.1,26.1,0.5,1.3,0.0,2.8,6.3,93.7,1.9,3.3,28.7,6.6,20.0,14.7,61833.0,74.8,10.2,17,031,828401
"Census Tract 8279.01, Cook County, Illinois",2424.0,812.0,96.2,3.8,14.7,84.6,0.0,0.7,0.0,0.4,3.0,97.0,2.9,6.1,19.6,10.6,22.3,12.6,68500.0,83.6,27.0,17,031,827901
"Census Tract 811, Cook County, Illinois",3465.0,2603.0,25.9,74.1,83.1,6.4,0.6,5.5,0.0,4.4,6.3,93.7,1.1,5.0,5.5,3.5,43.3,27.2,54871.0,98.7,14.1,17,031,081100
"Census Tract 1103, Cook County, Illinois",4819.0,1829.0,86.4,13.6,87.9,1.7,1.1,8.8,0.0,1.8,20.7,79.3,10.6,7.0,25.7,5.6,24.6,9.9,67361.0,78.8,17.5,17,031,110300
"Census Tract 1902, Cook County, Illinois",6026.0,1603.0,59.7,40.3,44.1,2.7,0.7,1.4,0.5,56.1,72.9,27.1,15.1,17.0,34.3,8.0,11.7,3.1,42829.0,70.8,9.2,17,031,190200
"Census Tract 2213, Cook County, Illinois",2646.0,1233.0,25.5,74.5,82.3,6.2,1.1,3.3,0.4,9.6,45.3,54.7,8.4,6.3,24.0,2.0,34.6,8.8,41116.0,82.7,6.3,17,031,221300
"Census Tract 2512, Cook County, Illinois",3946.0,1111.0,59.0,41.0,7.8,92.0,2.6,0.0,0.0,0.0,5.2,94.8,3.8,18.7,31.4,12.4,7.1,1.3,40391.0,72.3,11.0,17,031,251200
"Census Tract 2828, Cook County, Illinois",1726.0,761.0,41.9,58.1,45.5,19.4,0.2,22.6,0.0,15.2,19.8,80.2,1.6,0.5,17.7,6.3,24.8,35.7,61250.0,81.7,5.6,17,031,282800
"Census Tract 2606, Cook County, Illinois",2945.0,781.0,32.7,67.3,3.6,97.5,0.0,0.0,0.0,0.0,0.2,99.8,4.2,17.9,33.0,6.4,5.9,3.3,25335.0,62.2,6.9,17,031,260600
"Census Tract 7107, Cook County, Illinois",2858.0,1188.0,39.0,61.0,0.6,96.1,0.0,2.4,0.0,0.9,0.9,99.1,2.9,12.5,31.8,6.7,6.1,4.9,27679.0,77.2,21.8,17,031,710700
"Census Tract 7109, Cook County, Illinois",2756.0,775.0,54.2,45.8,0.0,100.0,0.2,0.0,0.0,0.0,0.0,100.0,1.7,16.5,27.8,11.7,10.0,5.1,24152.0,63.3,5.9,17,031,710900
"Census Tract 7114, Cook County, Illinois",2493.0,816.0,71.9,28.1,0.1,99.9,2.2,0.0,0.0,0.0,3.2,96.8,6.7,7.0,36.7,5.1,7.4,3.2,35885.0,76.4,19.2,17,031,711400
"Census Tract 7203, Cook County, Illinois",3547.0,1227.0,99.0,1.0,64.8,33.9,0.3,0.8,0.0,0.9,9.9,90.1,2.7,0.9,10.3,5.4,32.5,27.4,97996.0,69.8,14.3,17,031,720300
"Census Tract 7303, Cook County, Illinois",1185.0,372.0,58.1,41.9,0.6,99.4,0.0,0.0,0.0,0.0,0.6,99.4,5.5,15.9,23.1,14.4,6.3,2.3,46667.0,70.2,16.6,17,031,730300
"Census Tract 7401, Cook County, Illinois",2962.0,1173.0,90.6,9.4,99.1,0.0,1.0,0.0,0.0,0.3,4.6,95.4,2.8,4.3,27.5,5.5,24.3,9.4,81151.0,75.4,10.8,17,031,740100
"Census Tract 8288.02, Cook County, Illinois",3105.0,1129.0,95.0,5.0,73.0,26.9,2.6,0.0,0.0,6.7,21.9,78.1,1.4,5.8,32.2,8.4,15.1,6.7,59871.0,75.6,17.0,17,031,828802
"Census Tract 8289, Cook County, Illinois",3941.0,1245.0,54.7,45.3,35.3,42.1,1.0,0.0,0.0,23.6,42.1,57.9,12.6,10.1,35.1,4.0,9.4,5.3,38179.0,66.4,6.8,17,031,828900
"Census Tract 8299.01, Cook County, Illinois",9054.0,3461.0,93.5,6.5,30.9,65.6,1.3,3.8,0.0,1.2,5.4,94.6,1.1,3.7,30.6,6.1,22.7,11.3,67517.0,78.7,17.4,17,031,829901
"Census Tract 8299.02, Cook County, Illinois",6548.0,2471.0,94.3,5.7,25.1,76.8,0.0,0.8,0.0,0.0,0.0,100.0,1.4,2.2,15.8,8.4,26.8,23.7,78292.0,74.7,13.2,17,031,829902
"Census Tract 628, Cook County, Illinois",3561.0,1516.0,45.1,54.9,86.2,8.0,0.0,6.6,0.3,1.2,8.2,91.8,1.8,0.9,1.8,2.0,47.9,35.1,102162.0,87.1,4.9,17,031,062800
"Census Tract 634, Cook County, Illinois",1943.0,1197.0,28.6,71.4,88.9,6.2,0.0,6.5,0.0,0.7,5.7,94.3,0.0,0.6,8.6,3.3,50.4,27.4,66198.0,96.3,2.5,17,031,063400
"Census Tract 705, Cook County, Illinois",3037.0,1233.0,51.1,48.9,88.6,4.2,1.1,5.4,0.0,1.4,5.3,94.7,5.1,2.6,7.7,2.1,37.2,37.5,108958.0,86.5,15.3,17,031,070500
"Census Tract 8239.03, Cook County, Illinois",4482.0,1648.0,98.0,2.0,95.4,2.5,0.1,2.3,0.0,0.4,2.3,97.7,2.2,5.7,17.3,9.8,26.7,14.2,92188.0,82.4,23.5,17,031,823903
"Census Tract 716, Cook County, Illinois",1849.0,796.0,55.9,44.1,91.5,4.8,1.8,3.1,0.0,2.4,2.6,97.4,2.6,0.3,3.4,0.7,45.3,37.1,131100.0,85.2,9.9,17,031,071600
"Census Tract 718, Cook County, Illinois",2643.0,1161.0,66.4,33.6,83.4,10.7,0.0,6.0,0.0,0.0,5.5,94.5,0.0,2.8,6.3,1.8,27.2,51.5,116510.0,73.0,6.3,17,031,071800
"Census Tract 801, Cook County, Illinois",6112.0,4065.0,53.5,46.5,92.0,2.2,0.0,6.6,0.0,0.6,3.2,96.8,0.0,0.0,6.3,1.1,42.5,38.6,81341.0,91.9,29.9,17,031,080100
"Census Tract 804, Cook County, Illinois",4579.0,1908.0,32.9,67.1,35.7,61.7,1.8,2.8,0.0,0.0,0.9,99.1,2.5,9.0,15.5,1.7,34.5,14.4,22917.0,68.7,4.0,17,031,080400
"Census Tract 813, Cook County, Illinois",4978.0,3358.0,62.9,37.1,82.2,4.0,0.0,13.8,0.0,0.0,2.6,97.4,0.0,0.7,4.9,3.8,39.1,40.5,87396.0,96.9,28.6,17,031,081300
"Census Tract 8062.02, Cook County, Illinois",4675.0,2576.0,65.6,34.4,89.1,0.8,0.0,5.3,0.0,4.9,10.3,89.7,1.3,1.7,27.8,7.1,29.1,13.3,53276.0,86.2,28.3,17,031,806202
"Census Tract 8123.01, Cook County, Illinois",3537.0,2135.0,51.3,48.7,70.1,18.4,2.0,8.0,0.0,6.1,11.3,88.7,1.1,1.1,7.3,6.0,35.2,36.8,61789.0,85.8,18.8,17,031,812301
"Census Tract 8123.02, Cook County, Illinois",2756.0,948.0,79.0,21.0,81.3,14.5,0.0,4.2,0.0,0.0,5.4,94.6,0.5,2.9,10.8,2.5,26.3,45.4,106447.0,73.8,12.7,17,031,812302
"Census Tract 8128.01, Cook County, Illinois",2948.0,1638.0,39.3,60.7,63.8,24.7,0.0,8.1,0.0,3.5,4.8,95.2,3.4,4.5,5.8,1.0,21.1,34.4,42763.0,85.1,15.5,17,031,812801
"Census Tract 8128.02, Cook County, Illinois",2748.0,1460.0,40.0,60.0,68.7,15.2,0.0,9.6,0.0,7.3,7.1,92.9,0.9,1.5,9.3,3.5,38.9,34.0,51518.0,75.2,5.8,17,031,812802
"Census Tract 8133.01, Cook County, Illinois",3388.0,891.0,34.1,65.9,32.3,4.5,0.4,3.1,0.0,62.1,85.2,14.8,36.3,12.5,25.5,3.0,4.9,4.0,38537.0,58.3,4.0,17,031,813301
"Census Tract 8133.02, Cook County, Illinois",3445.0,988.0,38.5,61.5,38.2,8.5,0.4,0.0,0.0,56.0,88.2,11.8,37.5,9.7,37.2,0.0,3.1,0.3,36938.0,65.6,2.5,17,031,813302
"Census Tract 8137.01, Cook County, Illinois",3595.0,954.0,27.1,72.9,29.2,10.2,1.8,0.3,0.0,62.9,83.3,16.7,28.4,14.5,30.8,6.1,6.9,0.4,45840.0,69.4,1.6,17,031,813701
"Census Tract 8137.02, Cook County, Illinois",4030.0,972.0,56.9,43.1,34.2,8.3,0.0,0.3,0.0,59.4,86.7,13.3,28.4,9.0,34.0,3.6,6.5,0.8,52037.0,66.7,6.4,17,031,813702
"Census Tract 8138.01, Cook County, Illinois",2852.0,742.0,43.4,56.6,33.6,2.3,2.2,0.0,0.0,62.8,95.0,5.0,31.0,17.9,31.7,5.6,0.0,0.8,36296.0,66.9,3.9,17,031,813801
"Census Tract 8138.02, Cook County, Illinois",5456.0,1417.0,26.3,73.7,34.4,3.1,0.0,0.0,1.0,62.5,88.1,11.9,27.9,9.2,40.4,4.1,3.4,2.1,38431.0,66.3,6.4,17,031,813802
"Census Tract 8206.03, Cook County, Illinois",5033.0,1605.0,80.8,19.2,86.3,3.6,0.8,0.9,0.0,11.3,18.8,81.2,8.0,10.5,44.7,4.4,9.3,2.6,56179.0,75.3,10.2,17,031,820603
"Census Tract 8206.04, Cook County, Illinois",4011.0,1515.0,55.9,44.1,90.2,5.4,3.5,0.0,0.0,5.6,18.0,82.0,2.9,11.6,44.8,8.6,9.0,6.7,37639.0,70.9,8.8,17,031,820604
"Census Tract 8206.05, Cook County, Illinois",4624.0,1715.0,18.0,82.0,41.8,57.5,0.3,2.0,0.0,1.4,7.3,92.7,1.4,10.8,17.9,7.9,25.1,5.7,39874.0,62.3,6.1,17,031,820605
"Census Tract 8206.06, Cook County, Illinois",3788.0,1625.0,73.7,26.3,86.9,2.1,0.3,2.4,0.0,8.3,14.4,85.6,3.4,8.0,31.2,9.9,17.7,5.8,59192.0,78.4,10.8,17,031,820606
"Census Tract 8238.05, Cook County, Illinois",2904.0,1455.0,94.5,5.5,97.3,1.6,0.0,0.6,0.0,0.6,2.2,97.8,0.5,7.2,24.2,9.1,14.8,13.2,54205.0,83.8,22.1,17,031,823805
"Census Tract 8238.06, Cook County, Illinois",3424.0,1605.0,67.2,32.8,88.9,7.8,0.5,0.0,0.0,2.8,14.7,85.3,6.7,5.6,41.1,6.4,8.2,2.7,50015.0,79.5,14.9,17,031,823806
"Census Tract 8240.03, Cook County, Illinois",5874.0,2064.0,93.5,6.5,99.1,0.6,0.0,0.7,0.0,0.5,2.7,97.3,2.7,3.4,24.3,9.5,21.1,17.4,88200.0,77.0,16.2,17,031,824003
"Census Tract 8240.04, Cook County, Illinois",5541.0,1875.0,73.2,26.8,93.5,0.9,0.0,3.2,0.0,3.2,8.2,91.8,6.9,4.0,24.7,4.8,23.8,15.3,91146.0,80.2,20.2,17,031,824004
"Census Tract 8326, Cook County, Illinois",4290.0,1884.0,58.2,41.8,93.0,2.6,1.0,3.7,0.0,0.3,4.6,95.4,0.3,0.8,1.8,2.6,41.8,45.9,123851.0,81.2,4.0,17,031,832600
"Census Tract 8329, Cook County, Illinois",2611.0,1122.0,32.1,67.9,61.9,3.5,2.3,31.5,0.2,4.7,10.7,89.3,1.8,0.1,5.8,11.5,27.3,42.3,39300.0,87.1,9.4,17,031,832900
"Census Tract 8330, Cook County, Illinois",2603.0,1375.0,57.3,42.7,77.5,15.2,1.2,9.6,0.0,0.7,2.7,97.3,3.9,5.3,3.7,1.8,42.3,31.5,111181.0,92.3,6.5,17,031,833000
